0.000000000000000000e+00,1.000000000000000000e+00,9.817477042092149527e-06
2.000000000000000000e+00,3.000000000000000000e+00,9.817477042160483063e-06
4.000000000000000000e+00,5.000000000000000000e+00,6.690993744709478335e-06
6.000000000000000000e+00,7.000000000000000000e+00,1.299128638567879154e-06
8.000000000000000000e+00,9.000000000000000000e+00,9.271534583973789590e-06
1.000000000000000000e+01,1.100000000000000000e+01,2.924266143990986836e-06
1.200000000000000000e+01,1.300000000000000000e+01,9.817477042337594264e-06
1.400000000000000000e+01,1.500000000000000000e+01,9.817477041920422067e-06
1.600000000000000000e+01,1.700000000000000000e+01,9.817477042092149527e-06
1.800000000000000000e+01,1.900000000000000000e+01,1.299128638567880848e-06
2.000000000000000000e+01,2.100000000000000000e+01,6.690993744709471558e-06
2.200000000000000000e+01,2.300000000000000000e+01,9.817477042160483063e-06
2.400000000000000000e+01,2.500000000000000000e+01,9.271534583973791284e-06
2.600000000000000000e+01,2.700000000000000000e+01,2.924266143990985565e-06
2.800000000000000000e+01,2.900000000000000000e+01,9.817477041920422067e-06
3.000000000000000000e+01,3.100000000000000000e+01,9.817477042337594264e-06
3.200000000000000000e+01,3.300000000000000000e+01,9.817477042092149527e-06
3.400000000000000000e+01,3.500000000000000000e+01,9.817477042160484757e-06
3.600000000000000000e+01,3.700000000000000000e+01,6.690993744709486805e-06
3.800000000000000000e+01,3.900000000000000000e+01,1.299128638567881695e-06
4.000000000000000000e+01,4.100000000000000000e+01,2.924266143990986836e-06
4.200000000000000000e+01,4.300000000000000000e+01,9.271534583973791284e-06
4.400000000000000000e+01,4.500000000000000000e+01,9.817477042337594264e-06
4.600000000000000000e+01,4.700000000000000000e+01,9.817477041920422067e-06
4.800000000000000000e+01,4.900000000000000000e+01,9.817477042092149527e-06
5.000000000000000000e+01,5.100000000000000000e+01,1.299128638567882542e-06
5.200000000000000000e+01,5.300000000000000000e+01,6.690993744709480876e-06
5.400000000000000000e+01,5.500000000000000000e+01,9.817477042160484757e-06
5.600000000000000000e+01,5.700000000000000000e+01,2.924266143990988530e-06
5.800000000000000000e+01,5.900000000000000000e+01,9.271534583973792978e-06
6.000000000000000000e+01,6.100000000000000000e+01,9.817477041920422067e-06
6.200000000000000000e+01,6.300000000000000000e+01,9.817477042337594264e-06
6.400000000000000000e+01,6.500000000000000000e+01,9.817477035869161093e-06
6.600000000000000000e+01,6.700000000000000000e+01,9.817477035869162788e-06
6.800000000000000000e+01,6.900000000000000000e+01,9.817477035869162788e-06
7.000000000000000000e+01,7.100000000000000000e+01,9.817477035869161093e-06
7.200000000000000000e+01,7.300000000000000000e+01,1.097601715862288072e-06
7.400000000000000000e+01,7.500000000000000000e+01,9.817477041183628764e-06
7.600000000000000000e+01,7.700000000000000000e+01,4.214929871863337186e-06
7.800000000000000000e+01,7.900000000000000000e+01,2.581106867672015373e-06
8.000000000000000000e+01,8.100000000000000000e+01,4.214929871863335492e-06
8.200000000000000000e+01,8.300000000000000000e+01,2.581106867672011561e-06
8.400000000000000000e+01,8.500000000000000000e+01,1.097601715862288284e-06
8.600000000000000000e+01,8.700000000000000000e+01,9.817477041183628764e-06
8.800000000000000000e+01,8.900000000000000000e+01,1.097601713842107929e-06
9.000000000000000000e+01,9.100000000000000000e+01,1.097601713842107717e-06
9.200000000000000000e+01,9.300000000000000000e+01,1.097601715862288708e-06
9.400000000000000000e+01,9.500000000000000000e+01,1.097601715862288072e-06
9.600000000000000000e+01,9.700000000000000000e+01,9.817477041183628764e-06
9.800000000000000000e+01,9.900000000000000000e+01,2.581106867672019608e-06
1.000000000000000000e+02,1.010000000000000000e+02,4.214929871863343115e-06
1.020000000000000000e+02,1.030000000000000000e+02,2.581106867672017491e-06
1.040000000000000000e+02,1.050000000000000000e+02,4.214929871863338880e-06
1.060000000000000000e+02,1.070000000000000000e+02,9.817477041183628764e-06
1.080000000000000000e+02,1.090000000000000000e+02,2.707344360647488378e-06
1.100000000000000000e+02,1.110000000000000000e+02,1.174857098000878566e-06
1.120000000000000000e+02,1.130000000000000000e+02,8.855028988675042528e-06
1.140000000000000000e+02,1.150000000000000000e+02,1.174857098000877084e-06
1.160000000000000000e+02,1.170000000000000000e+02,2.707344360647488802e-06
1.180000000000000000e+02,1.190000000000000000e+02,8.855028988675042528e-06
1.200000000000000000e+02,1.210000000000000000e+02,3.609792493807883849e-06
1.220000000000000000e+02,1.230000000000000000e+02,7.959574461946171794e-06
1.240000000000000000e+02,1.250000000000000000e+02,7.959574465961306169e-06
1.260000000000000000e+02,1.270000000000000000e+02,3.609792493807882578e-06
1.280000000000000000e+02,1.290000000000000000e+02,2.707344360647489225e-06
1.300000000000000000e+02,1.310000000000000000e+02,3.609792493807884696e-06
1.320000000000000000e+02,1.330000000000000000e+02,1.174857098000875813e-06
1.340000000000000000e+02,1.350000000000000000e+02,7.959574461946170099e-06
1.360000000000000000e+02,1.370000000000000000e+02,1.174857098000873908e-06
1.380000000000000000e+02,1.390000000000000000e+02,7.959574465961304475e-06
1.400000000000000000e+02,1.410000000000000000e+02,2.707344360647491343e-06
1.420000000000000000e+02,1.430000000000000000e+02,3.609792493807886814e-06
1.440000000000000000e+02,1.450000000000000000e+02,8.855028988675044222e-06
1.460000000000000000e+02,1.470000000000000000e+02,8.855028988675044222e-06
